# t,tx,ty,tz,rx,ry,rz
1.763579379170655966e+09,-3.137950087670074439e-02,-9.722935464782603288e-02,1.246737805102887453e+00,1.848548703193030551e+00,-2.494063336494054095e+00,7.657764489526454332e-02
1.763579379219681501e+09,-1.957554344217997747e-02,-1.036157214846917668e-01,1.252148611085851515e+00,1.857041593235627452e+00,-2.498113745390620810e+00,8.047970467642702463e-02
1.763579379269558191e+09,-5.418896707026955514e-03,-1.132773352327656330e-01,1.260630730315307035e+00,1.864917333342990702e+00,-2.506632585766188193e+00,8.643401859689758826e-02
1.763579379320222378e+09,3.302573331229776733e-03,-1.300633613533179189e-01,1.265683665486605713e+00,1.863486377850827713e+00,-2.517082186261011323e+00,8.498396157306269127e-02
1.763579379370997906e+09,7.169185873745972069e-03,-1.304925882421950900e-01,1.273190914811392460e+00,1.861238694122954396e+00,-2.526337805285280513e+00,8.495910191672848000e-02
1.763579379421005249e+09,2.520186543606139484e-03,-1.205156698618913141e-01,1.278212825266635377e+00,1.850173444909438691e+00,-2.525481447675419933e+00,8.638234100322578213e-02
1.763579379470636368e+09,6.246560745510080712e-03,-1.035190223534081105e-01,1.281895860738330617e+00,1.835727963993368350e+00,-2.528191156443261978e+00,8.575510165031695331e-02
1.763579379520168066e+09,1.939576561846570110e-02,-7.270745915783989599e-02,1.284359704439825611e+00,1.823338134992353199e+00,-2.528846940767970342e+00,8.818682134349647983e-02
1.763579379569933414e+09,3.291752426232062018e-02,-2.591808809970725172e-02,1.286207100103695655e+00,1.811556526382947618e+00,-2.528561353849391402e+00,9.735010795830918717e-02
1.763579379620151758e+09,4.451622277253428767e-02,1.889190388552857217e-02,1.284719035903046036e+00,1.801467663079527881e+00,-2.528949069285882256e+00,1.048036578926772600e-01
1.763579379670607090e+09,5.123810873780761110e-02,5.867437023647082556e-02,1.284773673377991976e+00,1.792806381608566868e+00,-2.527277561379719817e+00,1.206110565689037795e-01
1.763579379720910311e+09,6.130726171885611531e-02,8.196623711665142198e-02,1.283050731472227257e+00,1.783053113425195013e+00,-2.527163117201553177e+00,1.266384701867029894e-01
1.763579379771008968e+09,6.695138718484189289e-02,1.092013018087161919e-01,1.282007593089125486e+00,1.767403826078477014e+00,-2.529848134987417563e+00,1.428333410929129577e-01
1.763579379820718527e+09,6.201932843903060905e-02,1.425391503493152467e-01,1.280315020426240569e+00,1.753580925301968074e+00,-2.534815592789508631e+00,1.765578603997056406e-01
1.763579379870296001e+09,5.580395415576373114e-02,1.660414688563368046e-01,1.277725380149404399e+00,1.746139561982348543e+00,-2.537820373761086934e+00,2.061846883593611568e-01
1.763579379919983625e+09,4.957988810548230596e-02,1.995248809046697436e-01,1.273888014995337103e+00,1.735376355862884745e+00,-2.533737269542460258e+00,2.427728931049151773e-01
1.763579379970242262e+09,2.241717718836643350e-02,2.632379263782854140e-01,1.264682394130117959e+00,1.724903609680350947e+00,-2.525749216986115098e+00,3.172480118704831265e-01
1.763579380020745516e+09,1.739977589907919578e-02,3.019514532145896601e-01,1.259274446590212149e+00,1.711747752258477417e+00,-2.511956592836877444e+00,3.556470446470964553e-01
1.763579380070951939e+09,1.624848498082625409e-02,3.189839479332948757e-01,1.260176885494329380e+00,1.688939326658515983e+00,-2.504239546902139235e+00,3.731152830533724929e-01
1.763579380120642900e+09,1.561651631608089799e-02,3.413477032001120404e-01,1.259290301163232151e+00,1.658628870417910628e+00,-2.496828163932122369e+00,3.915806831766725504e-01
1.763579380170383692e+09,1.273410398494507004e-02,3.632891684491565965e-01,1.255934900951659605e+00,1.641181576767398509e+00,-2.484698110522134851e+00,4.035526360751678920e-01
1.763579380220203400e+09,9.692314188480211090e-03,3.872880857223924833e-01,1.247513736051216071e+00,1.629232675588993873e+00,-2.475727620901210013e+00,4.057461294946285713e-01
1.763579380270145893e+09,3.521823595747440409e-03,4.080922747506306458e-01,1.238301329120543359e+00,1.618251218859370510e+00,-2.475652122849349990e+00,4.044161941770555435e-01
1.763579380320199251e+09,-1.193328544029927617e-04,4.277337253020493391e-01,1.232620780606924038e+00,1.604016890684181407e+00,-2.471383542604660200e+00,4.124243733415769442e-01
1.763579380370423794e+09,2.948153985848384930e-03,4.416685331511078783e-01,1.233027592317855525e+00,1.583530147034137414e+00,-2.465017748244294093e+00,4.254428670852586913e-01
1.763579380420604706e+09,1.587466613181943422e-03,4.651655364952355098e-01,1.228056913668961636e+00,1.561646428316433299e+00,-2.462162090286547755e+00,4.534251633626019684e-01
1.763579380470648527e+09,1.604797332505387411e-03,4.910512383435545747e-01,1.221920519041673980e+00,1.539609838208778836e+00,-2.459339213018700399e+00,4.840535693921080296e-01
1.763579380520392179e+09,3.443094953526665996e-04,5.093265513828888480e-01,1.218389170352772277e+00,1.514761722073196815e+00,-2.467129843079175711e+00,5.073351631821789720e-01
1.763579380570177555e+09,4.542432651657862547e-04,5.345346245285812481e-01,1.214094893106898443e+00,1.484967172827932780e+00,-2.463798388790919613e+00,5.388712212929428480e-01
1.763579380620126724e+09,3.525457149510818726e-03,5.554861405181854561e-01,1.215381028598016888e+00,1.452200976688281520e+00,-2.455904704338681022e+00,5.649748669865245487e-01
1.763579380670282841e+09,8.453973915811855214e-03,5.775866855729592242e-01,1.217904177997583215e+00,1.418691366727773406e+00,-2.444021059406865870e+00,5.904435388165766296e-01
1.763579380720594168e+09,1.374120086937657449e-02,5.987647362969343856e-01,1.221197299129397562e+00,1.387331603374523104e+00,-2.433364300142992764e+00,6.146376679261161824e-01
1.763579380770878553e+09,1.847051996191807766e-02,6.185918057731634168e-01,1.222407139693949985e+00,1.352566704282197607e+00,-2.431529038996057324e+00,6.342769167308256462e-01
1.763579380820628405e+09,1.622662663558955415e-02,6.400012568497610577e-01,1.215600845562294419e+00,1.318362387347043363e+00,-2.442341945787119606e+00,6.561615632368356099e-01
1.763579380870182991e+09,1.644626962397592118e-03,6.530559371310875605e-01,1.205472196133698271e+00,1.297474527752544571e+00,-2.469352649774533948e+00,6.751607667540877600e-01
1.763579380920184374e+09,-4.500190052280274126e-03,6.692117157898291868e-01,1.191936646815892509e+00,1.283044766424003225e+00,-2.490070541579601393e+00,6.904489746405297890e-01
1.763579380970245600e+09,-7.352889566280862953e-03,6.820284903308858615e-01,1.178072756515589958e+00,1.276365638506722799e+00,-2.503004102022462263e+00,7.028573748159034906e-01
1.763579381020426750e+09,-9.996257923311607438e-03,6.927613812500337254e-01,1.169432517473332434e+00,1.279929142294215838e+00,-2.503906929570443030e+00,7.150116071731514866e-01
1.763579381070728779e+09,-8.198883455448701882e-03,7.028310360084750741e-01,1.163733325742462688e+00,1.286838985523059753e+00,-2.491859694383331991e+00,7.251912822228171462e-01
1.763579381120702028e+09,-7.872178861870653480e-03,7.106860816606234144e-01,1.156587753256684836e+00,1.290370024608448851e+00,-2.480842842974297469e+00,7.333623738273405968e-01
1.763579381170528412e+09,2.056243761847136291e-03,7.196309989973703747e-01,1.151140788015837080e+00,1.284799952063903516e+00,-2.473113755558669524e+00,7.308301194399774436e-01
1.763579381220234632e+09,-9.444001089556558828e-03,7.227323123221538470e-01,1.140100592984922612e+00,1.284496274341508704e+00,-2.479468026355449606e+00,7.394996167927935238e-01
1.763579381270194530e+09,-9.742657430022739692e-03,7.290585885855067616e-01,1.132566969352942543e+00,1.281362882042671680e+00,-2.471261482752602046e+00,7.461378142707193462e-01
1.763579381320193768e+09,-2.888119525223976046e-03,7.356302987766994983e-01,1.127469564377379996e+00,1.268718115637130328e+00,-2.457037642092839480e+00,7.504553775828406437e-01
1.763579381370348692e+09,-4.057428366549051604e-03,7.402965842302726696e-01,1.120787756391406820e+00,1.254583758251956782e+00,-2.451530281490617025e+00,7.575430105337556119e-01
1.763579381420518875e+09,-7.752589692409161959e-03,7.435600881207268253e-01,1.112301921431556595e+00,1.241646436628492722e+00,-2.449320869331503836e+00,7.637958937762825418e-01
1.763579381470573187e+09,2.200068346972085514e-03,7.480270943890030555e-01,1.104345972159210820e+00,1.231580981914368378e+00,-2.436439145866655664e+00,7.634095558933682302e-01
1.763579381520584822e+09,3.490420391022850538e-03,7.537976149983474095e-01,1.095736370522335523e+00,1.226116727694279929e+00,-2.422296065279683663e+00,7.781444921889671962e-01
1.763579381570627451e+09,9.738889679632520974e-03,7.583681538808305644e-01,1.086805936094972447e+00,1.218304741318823714e+00,-2.409640789928871651e+00,7.892379269974251210e-01
1.763579381620375633e+09,1.019822547797698091e-02,7.601245440161608080e-01,1.075889646659265786e+00,1.219344434758321771e+00,-2.406545342007733623e+00,7.893532368866341686e-01
1.763579381670178652e+09,1.272062638786606269e-02,7.601650755911830704e-01,1.064338555467724268e+00,1.225607147383998452e+00,-2.405768488511714320e+00,7.764003017523785077e-01
1.763579381720130205e+09,8.036918166061331886e-03,7.602415873332662999e-01,1.051086220202031019e+00,1.239990092235051744e+00,-2.400460025090407346e+00,7.714028707788106454e-01
1.763579381770272493e+09,6.466136801395537537e-03,7.607208832606068283e-01,1.041743174404543559e+00,1.245465944601116481e+00,-2.396746982301412032e+00,7.696026473284860447e-01
1.763579381820432663e+09,4.406433255573516741e-03,7.622665843401595920e-01,1.034581193143756739e+00,1.245608426201159302e+00,-2.395344970525942419e+00,7.727701439073141332e-01
1.763579381870511532e+09,7.119074756064646195e-03,7.659259839607180931e-01,1.024398927996349684e+00,1.239691775295062470e+00,-2.392973770186717530e+00,7.729971286278928266e-01
1.763579381920435667e+09,6.757420497571047825e-03,7.666973076524024044e-01,1.020188392260291010e+00,1.233376129869154125e+00,-2.394255282184573286e+00,7.680011436385985046e-01
1.763579381970606327e+09,4.818388757372883864e-03,7.669027846202184362e-01,1.015426247195319709e+00,1.229577109885159780e+00,-2.395919945180058797e+00,7.632015093865301969e-01
1.763579382020496607e+09,4.602403368370857825e-03,7.692567150784852537e-01,1.007877564471359344e+00,1.233875955066332963e+00,-2.391645380574978663e+00,7.618232802935390735e-01
1.763579382070284128e+09,5.628927961356079528e-03,7.707672788386970009e-01,1.000912128023990100e+00,1.247138176063828929e+00,-2.383541535925190136e+00,7.645098926672173612e-01
1.763579382120109320e+09,9.309067853603292947e-03,7.753497819180817929e-01,9.930198046495968267e-01,1.265557418589068339e+00,-2.365288993313957810e+00,7.756719868187996747e-01
1.763579382170329094e+09,1.207737740119377984e-02,7.791777425106289900e-01,9.881837312523761296e-01,1.286389250221521952e+00,-2.342049371676850456e+00,7.904472806391675821e-01
1.763579382220435619e+09,1.669467054401513328e-02,7.850758652801917981e-01,9.834597383561839434e-01,1.305668795862687803e+00,-2.311871199177312874e+00,8.060789054320669500e-01
1.763579382270433903e+09,2.240513720303377240e-02,7.899190957380541889e-01,9.815858195063831282e-01,1.323414442576377636e+00,-2.282783374703345025e+00,8.164768078961811559e-01
1.763579382320392609e+09,2.095531174942560915e-02,7.956684995851425191e-01,9.775930655016823456e-01,1.345725551859838331e+00,-2.254877205059226064e+00,8.318979221215228037e-01
1.763579382370254993e+09,2.791396969095039440e-02,7.994685869421126467e-01,9.731109785837716020e-01,1.369596981912985623e+00,-2.223090724359327197e+00,8.353960705458457481e-01
1.763579382420165062e+09,3.027241447097839960e-02,8.019901437209259187e-01,9.708421674833405124e-01,1.401116124182962608e+00,-2.192342788396645759e+00,8.357032764125809088e-01
1.763579382470188379e+09,2.719032241669304059e-02,8.075929739472568203e-01,9.653673581902791900e-01,1.435864647817768791e+00,-2.158453713216685443e+00,8.463282023941182119e-01
1.763579382520260096e+09,3.366377371789525813e-02,8.117278737673412348e-01,9.623177835797678270e-01,1.469819126816624077e+00,-2.116714466773569114e+00,8.540814929654307885e-01
1.763579382570380211e+09,3.428979044350721761e-02,8.173661214904889283e-01,9.577952081765552794e-01,1.505386032429507415e+00,-2.073889640103245391e+00,8.708620242875939610e-01
1.763579382620410919e+09,3.414802460542808171e-02,8.220652939581700736e-01,9.526293345588123795e-01,1.538431716692475915e+00,-2.036574287058302790e+00,8.837824126732997110e-01
1.763579382670280457e+09,3.127453736792209366e-02,8.255214474617382781e-01,9.502670636854669839e-01,1.568202480914461461e+00,-2.004477070615305667e+00,8.942720390762887162e-01
1.763579382720241070e+09,3.271322543905366698e-02,8.285551463353414414e-01,9.481563840030005075e-01,1.591058623968092833e+00,-1.974068725725377504e+00,9.010497892034132761e-01
1.763579382770310879e+09,3.285772348188711889e-02,8.315575193838967705e-01,9.462716246729196978e-01,1.615853672958616372e+00,-1.944003418947016337e+00,9.092769307649888333e-01
1.763579382820347548e+09,2.836376278595470479e-02,8.323089215537726737e-01,9.461755491331640400e-01,1.648717089879252917e+00,-1.919447897618519860e+00,9.191911778124289834e-01
1.763579382870342493e+09,2.745138725066948240e-02,8.341558348672912793e-01,9.413622740784075571e-01,1.682483592076932766e+00,-1.893112908824598817e+00,9.277784972971085953e-01
1.763579382920466900e+09,2.153543584318111034e-02,8.334643799058544245e-01,9.420187909396937620e-01,1.723976607374786196e+00,-1.868732510419448323e+00,9.360446023755060185e-01
1.763579382970519304e+09,2.169821761091129605e-02,8.311344645418131671e-01,9.414674840284147361e-01,1.762895603990836113e+00,-1.847204841640288198e+00,9.307702224970816340e-01
1.763579383020506620e+09,2.553415666424206990e-02,8.286803541305843845e-01,9.421557194246494848e-01,1.795997415112426721e+00,-1.826740162091764930e+00,9.142367022841407787e-01
1.763579383070336819e+09,2.577318174229560610e-02,8.266680215005627330e-01,9.428460011163215526e-01,1.818954788338732254e+00,-1.809502003728293618e+00,8.980317517378302306e-01
1.763579383120351553e+09,2.724503046386991117e-02,8.261460585292292880e-01,9.442867696148399270e-01,1.829442878360248770e+00,-1.790023043854987117e+00,8.799005154831570641e-01
1.763579383170422554e+09,2.568818654496594217e-02,8.303767365627879871e-01,9.438572887188276805e-01,1.830406020252999477e+00,-1.766027819048858305e+00,8.683048071310086602e-01
1.763579383220388412e+09,3.155389046709299039e-02,8.319983831272812491e-01,9.464650728710262140e-01,1.829403362601858651e+00,-1.740275663994641953e+00,8.467338443281194893e-01
1.763579383270281553e+09,3.529108317756133456e-02,8.351456592827105618e-01,9.486294359811389132e-01,1.826313674264150588e+00,-1.717909803408148806e+00,8.282937720979233198e-01
1.763579383320236683e+09,3.666547581582028925e-02,8.349685428471338433e-01,9.502192526152677399e-01,1.828536563470482879e+00,-1.704409424496840408e+00,8.078045125740158650e-01
1.763579383370189905e+09,3.876151881651984654e-02,8.349068394637002566e-01,9.505505857971821015e-01,1.837452646859226713e+00,-1.691959304020389965e+00,7.916490590407615491e-01
1.763579383420200109e+09,3.571031656885859107e-02,8.344132884357802205e-01,9.511550841697031800e-01,1.855784854526923322e+00,-1.681058047809067535e+00,7.876207250120185188e-01
1.763579383470371723e+09,3.837398674842604218e-02,8.329171370245848083e-01,9.497964867025971980e-01,1.878806448389255479e+00,-1.668813520145997709e+00,7.841754571573839039e-01
1.763579383520464182e+09,3.669778444133418860e-02,8.312889368634174270e-01,9.491402046735556430e-01,1.904453379506030553e+00,-1.659833473967744721e+00,7.877053825056242742e-01
1.763579383570480824e+09,3.603248732282598316e-02,8.285920839238523072e-01,9.506332559447042696e-01,1.930743162269491275e+00,-1.652824971184223113e+00,7.850961767897548516e-01
1.763579383620347500e+09,3.469898886695677726e-02,8.264606018436749801e-01,9.490274496684337757e-01,1.954863493965641741e+00,-1.649844017317254830e+00,7.791922192331458552e-01
1.763579383670188189e+09,3.709763769310653325e-02,8.254932186155036211e-01,9.468698210351648159e-01,1.981364570180539131e+00,-1.646908357714260251e+00,7.645361749642134441e-01
1.763579383720082760e+09,4.354399031050292662e-02,8.215520933925000158e-01,9.465158213166604551e-01,2.012711536689617109e+00,-1.646247326579063142e+00,7.400232022658853603e-01
1.763579383770164251e+09,4.636439271339619361e-02,8.196514273633610514e-01,9.457587490876269154e-01,2.041938422628907457e+00,-1.646924088712685474e+00,7.239438922762793105e-01
1.763579383820333481e+09,4.957460375017629095e-02,8.194005099403894876e-01,9.456909604835828098e-01,2.064953011247321779e+00,-1.643342886656523394e+00,7.123590888055142401e-01
1.763579383870359659e+09,5.067458001230847053e-02,8.188805709813504752e-01,9.470370695065910560e-01,2.082035519572664306e+00,-1.635657453004049300e+00,7.037790336984267592e-01
1.763579383920316696e+09,5.168828993023563689e-02,8.196742517078117185e-01,9.459130897665742888e-01,2.090797459504963207e+00,-1.620921700340917759e+00,6.933593596294550521e-01
1.763579383970257521e+09,4.835572770107511575e-02,8.219706674355673481e-01,9.434077302340380111e-01,2.095295777216433564e+00,-1.603321539800577122e+00,6.833090982439138372e-01
1.763579384020372868e+09,5.239950406058438426e-02,8.219320250860799870e-01,9.405643168201747173e-01,2.096689453552598170e+00,-1.586113457216625999e+00,6.578563226333720149e-01
1.763579384070565939e+09,5.458628312960454171e-02,8.205016780279360544e-01,9.403438958458478769e-01,2.101109752841635370e+00,-1.574793697043777252e+00,6.276713076762403531e-01
1.763579384120472193e+09,5.488898783821419269e-02,8.199414821983183055e-01,9.394924011690212184e-01,2.103758832862951955e+00,-1.566041544935905749e+00,6.074755019126746314e-01
1.763579384170310020e+09,5.267276251105702800e-02,8.197563631434122700e-01,9.390883088047135008e-01,2.110177054263910446e+00,-1.559289240989178982e+00,5.977806893080761519e-01
1.763579384220182419e+09,5.602316969539203328e-02,8.183784576257614463e-01,9.402709794400455623e-01,2.120733912162775958e+00,-1.546515006302884743e+00,5.911507230805670421e-01
1.763579384270271778e+09,5.748864251154555544e-02,8.175574471017341693e-01,9.417497705287294352e-01,2.132127118783524011e+00,-1.531607065238419940e+00,5.949205455848429747e-01
1.763579384320234537e+09,5.888858638094407461e-02,8.160786334169354284e-01,9.442712886193790345e-01,2.145199168713889826e+00,-1.513854268969352823e+00,6.020076689703962591e-01
1.763579384370226622e+09,5.964199007191084423e-02,8.127882156156944760e-01,9.488219944898795832e-01,2.159402621293448732e+00,-1.496888451322248237e+00,6.086780314529991465e-01
1.763579384420284510e+09,5.867678257727904079e-02,8.113992587862534078e-01,9.514173009730562125e-01,2.168766056003236020e+00,-1.482938693905120342e+00,6.185928777251207267e-01
1.763579384473636627e+09,5.931592173895368358e-02,8.078406676955852683e-01,9.556355063018600049e-01,2.178153325716910338e+00,-1.474335428214119448e+00,6.259250748293978539e-01
1.763579384523595810e+09,6.225000557771329102e-02,8.019281638993521755e-01,9.600272812870682682e-01,2.188668437242789810e+00,-1.472330811017976915e+00,6.284741789811665313e-01
1.763579384571037769e+09,6.224301234796969506e-02,7.961629293865467583e-01,9.660770554254002329e-01,2.202685761544996623e+00,-1.477163909342905423e+00,6.331975992375949991e-01
1.763579384618318796e+09,6.237634563422719824e-02,7.911935637618605632e-01,9.716048954263468707e-01,2.217267499136192921e+00,-1.490091097648745588e+00,6.387279551753393125e-01
1.763579384667499065e+09,6.554129136100404762e-02,7.835915933022754576e-01,9.799952829648794772e-01,2.232641097416990572e+00,-1.509442816411347366e+00,6.359978272627865303e-01
1.763579384719118357e+09,6.791309228462015513e-02,7.778466991151440357e-01,9.868217950676285710e-01,2.241723109794357072e+00,-1.525003169186453844e+00,6.345175708937768055e-01
1.763579384771194220e+09,6.610760015066378947e-02,7.701628563417418638e-01,9.954110456414582142e-01,2.248816522041284127e+00,-1.535878589050990728e+00,6.326194120828509959e-01
1.763579384822354317e+09,6.269006133473724318e-02,7.605117502869334078e-01,1.005835685671507163e+00,2.253652161337150517e+00,-1.543773887557730706e+00,6.303177465421604397e-01
1.763579384871820927e+09,5.944990231955386839e-02,7.501219963448703121e-01,1.016008533092435329e+00,2.259142123699819482e+00,-1.551861905917692130e+00,6.263021955923756545e-01
1.763579384920194864e+09,5.580306483152680519e-02,7.385132776839464785e-01,1.027144754900309875e+00,2.269338170623173667e+00,-1.566526536619646137e+00,6.199072071964579767e-01
1.763579384969232321e+09,5.260647814033940495e-02,7.268747987170726121e-01,1.039139787666569781e+00,2.287694689422628436e+00,-1.573468196607268998e+00,6.120357318889180220e-01
1.763579385019042730e+09,5.334035025801681096e-02,7.132403019731038407e-01,1.053052445836182738e+00,2.313322139668624100e+00,-1.574927144504390641e+00,5.996541618137206653e-01
1.763579385069726229e+09,5.564669887508252866e-02,6.989268991662259678e-01,1.068794278257653829e+00,2.341279009714242854e+00,-1.577673847944267793e+00,5.875714806764861242e-01
1.763579385120954037e+09,5.622428028611992784e-02,6.855271630562083107e-01,1.083339743421291024e+00,2.367216491178543158e+00,-1.579919829171374079e+00,5.812545516965180736e-01
1.763579385171735525e+09,5.296804711586848569e-02,6.716393471286924433e-01,1.098254032456662754e+00,2.389081500974824745e+00,-1.580358186218078664e+00,5.809419520225853617e-01
1.763579385221326351e+09,4.911276150505074212e-02,6.570288979316121214e-01,1.111721369627899803e+00,2.402725457867845194e+00,-1.577026289908501244e+00,5.814573290982512077e-01
1.763579385270232201e+09,4.418077798178316612e-02,6.428770259414190447e-01,1.123332363019696967e+00,2.405997425694765379e+00,-1.577356243477838538e+00,5.840397987691061665e-01
1.763579385319590330e+09,3.609735955977105143e-02,6.332981108894594202e-01,1.130267859717711376e+00,2.404497366713917561e+00,-1.580424123576652740e+00,5.861651154818507958e-01
1.763579385369787931e+09,3.305583755081687586e-02,6.227574556982800047e-01,1.138881012770996293e+00,2.402180660510108368e+00,-1.581194128820478717e+00,5.810630733049281238e-01
1.763579385420213461e+09,2.678752711937899128e-02,6.148619079957005074e-01,1.146704506034281312e+00,2.398717460403173352e+00,-1.581681064290489491e+00,5.852748179002568163e-01
1.763579385470584393e+09,2.270340756463514950e-02,6.078138142820594947e-01,1.156225320249325561e+00,2.398567535947328189e+00,-1.579119253175381044e+00,5.918876236286658710e-01
1.763579385520757675e+09,1.848432953222666972e-02,6.024573833340707285e-01,1.163996320223458225e+00,2.398954753979068322e+00,-1.580207699050852010e+00,5.940376596646023133e-01
1.763579385570721149e+09,1.889734000398055752e-02,5.982998098414413768e-01,1.170821340136857680e+00,2.403472321046501214e+00,-1.585009603430571179e+00,5.810044695121932001e-01
1.763579385620358706e+09,2.030234390329279173e-02,5.944860198788468608e-01,1.178255567799844306e+00,2.413954179380924270e+00,-1.584079438473111834e+00,5.653357503114837534e-01
1.763579385670188904e+09,2.020378238961017744e-02,5.903023881977205178e-01,1.188135610894305527e+00,2.423242810750644516e+00,-1.585267837551629588e+00,5.528945059741158241e-01
1.763579385720014095e+09,2.058949507441444268e-02,5.881040631301770460e-01,1.198250280317291416e+00,2.430622189734413574e+00,-1.585193396320235815e+00,5.407103083459744441e-01
1.763579385769999743e+09,1.757417466942651565e-02,5.844974662971296198e-01,1.210490492884161773e+00,2.437687129925993457e+00,-1.580739974170443540e+00,5.384577489609674306e-01
1.763579385820245981e+09,1.471878569312303278e-02,5.816638966102323227e-01,1.221985638020300691e+00,2.443316909838519013e+00,-1.573913293221411047e+00,5.343156998958698001e-01
1.763579385870495558e+09,1.287241765216141920e-02,5.757703442613392175e-01,1.235032944539619315e+00,2.448302038770503231e+00,-1.569610728839235136e+00,5.233860670018857242e-01
1.763579385920599699e+09,9.016283327384225568e-03,5.700104590649840430e-01,1.248264758023592380e+00,2.451019993409798925e+00,-1.562703932432476295e+00,5.197396394032098854e-01
1.763579385970694542e+09,5.340930642411687024e-03,5.656793411334438693e-01,1.261824567440366751e+00,2.456671572970116735e+00,-1.552166798306231499e+00,5.249941117397664003e-01
1.763579386020483971e+09,-2.848117576055187328e-03,5.546042000618430778e-01,1.279949494582488967e+00,2.480959258595238914e+00,-1.534714415111493313e+00,5.431729390038888550e-01
1.763579386070230007e+09,-8.421075010242240954e-04,5.414045283313213552e-01,1.299134131964060135e+00,2.504248019382537827e+00,-1.525769274024046496e+00,5.527854903677177356e-01
1.763579386119943857e+09,-6.583819791791571847e-03,5.321438753545724154e-01,1.314402287768388300e+00,2.518501767370194599e+00,-1.527557894312478792e+00,5.679091891069419917e-01
1.763579386170145273e+09,-6.378764199131093000e-03,5.156886407800967964e-01,1.333287628321915497e+00,2.530571850150869384e+00,-1.529630656920458964e+00,5.706738037077782044e-01
1.763579386220312595e+09,-2.636392076922967551e-02,5.194872990452382711e-01,1.340880082114037863e+00,2.527311295441045047e+00,-1.522547258338265763e+00,6.030773517042711251e-01
1.763579386270393372e+09,-2.437172960513050990e-02,5.028546255276038490e-01,1.357192537670525390e+00,2.529535393364901630e+00,-1.521650860772311153e+00,6.024037030030997553e-01
1.763579386320631981e+09,-2.901734220861983821e-02,5.001584424704644816e-01,1.363230228206279371e+00,2.522181566742452308e+00,-1.517824333987313867e+00,6.150310077507982198e-01
1.763579386370543957e+09,-4.534265924805264136e-02,4.973256168022497925e-01,1.373908959928738183e+00,2.515322190998801499e+00,-1.523656837164997446e+00,6.358169435797718094e-01
1.763579386420252800e+09,-4.597053547806491391e-02,4.855350321357274623e-01,1.383437372967440293e+00,2.513260543968478977e+00,-1.534858864566507330e+00,6.324003001953208969e-01
1.763579386470036983e+09,-5.075355976992280971e-02,4.772800997046798277e-01,1.389559194632652206e+00,2.514522527428024290e+00,-1.546711608736063503e+00,6.285821356818461769e-01
1.763579386520000458e+09,-4.417601583998569115e-02,4.658866997041564151e-01,1.394871710835197565e+00,2.525463509399201278e+00,-1.553143984204569783e+00,6.088377578291417347e-01
1.763579386570176125e+09,-2.568247618117038347e-02,4.224926577186951526e-01,1.412354955607702411e+00,2.565261303203052901e+00,-1.562754087807218140e+00,5.565889674470009263e-01
1.763579386620319843e+09,-2.219344146078849542e-02,4.189667114153048377e-01,1.410979643440562814e+00,2.587893365549629898e+00,-1.554506409761768237e+00,5.356208897377218170e-01
1.763579386670441151e+09,1.275078937217005411e-03,3.925284370823281521e-01,1.418133653916826997e+00,2.624170653290339494e+00,-1.548620453613153813e+00,4.781200900134425225e-01
1.763579386720364094e+09,6.474622572045335769e-03,3.789961854185917023e-01,1.422211288325131440e+00,2.651461592796477085e+00,-1.537537121151903108e+00,4.489554231952320174e-01
1.763579386770221949e+09,7.946370354941787242e-03,3.702316754873223315e-01,1.426385097555173287e+00,2.662749345522702704e+00,-1.528691084469224082e+00,4.329468253921963661e-01
1.763579386820153713e+09,7.216569684976911064e-03,3.556534381256373778e-01,1.432386272765983959e+00,2.666399647616763957e+00,-1.522791215850242796e+00,4.202649975426732132e-01
1.763579386870245218e+09,8.602745535432384377e-03,3.418833572763231854e-01,1.438349688335201826e+00,2.663260059837555982e+00,-1.514201777662791848e+00,4.097957160126761700e-01
1.763579386920361042e+09,4.176239983844957752e-03,3.307436911107520805e-01,1.445661019557740179e+00,2.655661052616455908e+00,-1.509781733252794744e+00,4.049772141702255301e-01
1.763579386970568895e+09,3.910308363689261185e-02,3.061120656422123831e-01,1.457439616151997797e+00,2.642433704211781365e+00,-1.513825571015624760e+00,3.549908831696141354e-01
1.763579387020418406e+09,1.589677330999078944e-02,3.013855327460331912e-01,1.461869377511686885e+00,2.625546969365879502e+00,-1.529603745000887471e+00,3.730909585235957504e-01
1.763579387070282936e+09,2.231827329694677786e-01,7.394167262422804421e-02,1.467770346945155735e+00,2.682090422069471014e+00,-1.580565711757753400e+00,7.119881710590521273e-02
1.763579387120295286e+09,2.114518314602815141e-01,7.284029652796385201e-02,1.474687251559081203e+00,2.677382673581744754e+00,-1.593789984898568157e+00,7.618383441470902295e-02
1.763579387170332670e+09,2.022394340011034186e-01,8.849993339947587190e-02,1.479982030908211899e+00,2.674034024894666572e+00,-1.596943451881921661e+00,8.295889963618550966e-02
1.763579387220295906e+09,1.914909264166006486e-01,1.145871104347804953e-01,1.485275551257103421e+00,2.673072449300239128e+00,-1.592947841041079338e+00,9.134149167854314910e-02
1.763579387270216942e+09,1.957283330378222774e-01,1.270182522721740592e-01,1.486012919822980338e+00,2.678063035121305280e+00,-1.585899381835760513e+00,7.991313220488660551e-02
1.763579387321453571e+09,1.312532654413942068e-01,1.637229008404749719e-01,1.497556398273910405e+00,2.692812873785245031e+00,-1.573158833617227748e+00,1.542985176515235257e-01
